EVENT	HeLa_CNTRL	HeLa_CNTRL_A	HeLa_CNTRL_B	HeLa_CNTRL_C	HeLa_SON	HeLa_SON_A	HeLa_SON_B	HeLa_SON_C	HeLa_SRRM2	HeLa_SRRM2_A	HeLa_SRRM2_B	HeLa_SRRM2_C	HepG2_CNTRL	HepG2_CNTRL_A	HepG2_CNTRL_B	HepG2_CNTRL_C	HepG2_MARS	HepG2_MARS_Aa	HepG2_MARS_Ab	HepG2_MARS_Ba	HepG2_MARS_Bb	HepG2_MARS_Ca	HepG2_MARS_Cb	HepG2_RARS	HepG2_RARS_A	HepG2_RARS_B	HepG2_RARS_C	HepG2_SRRM2	HepG2_SRRM2_Aa	HepG2_SRRM2_Ab	HepG2_SRRM2_Ba	HepG2_SRRM2_Bb	HepG2_SRRM2_Ca	HepG2_SRRM2_Cb
ABCA7=HsaEX0000307	90.91	NA	82.61	NA	100.00	NA	NA	NA	100.00	NA	NA	NA	98.04	96.83	97.37	100.00	96.40	100.00	100.00	90.48	100.00	100.00	94.12	87.13	100.00	86.21	76.67	99.04	100.00	100.00	100.00	100.00	94.44	100.00
ABCA7=HsaEX0000308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.67	87.50	100.00	100.00	87.34	NA	NA	100.00	NA	NA	NA	95.45	100.00	NA	NA	93.85	90.48	NA	NA	NA	NA	NA
ABCA7=HsaEX0000309	97.06	NA	100.00	NA	45.10	NA	NA	NA	92.45	88.24	NA	NA	97.86	100.00	97.24	96.04	97.05	94.90	100.00	97.04	98.17	91.55	97.53	96.82	97.83	93.28	100.00	99.52	100.00	100.00	100.00	96.15	100.00	100.00
ABCA7=HsaEX0000310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.71	89.79	85.71	83.51	95.02	95.31	93.71	97.74	98.74	81.32	89.16	91.59	91.22	98.05	83.33	89.65	96.71	93.53	81.71	85.30	86.02	92.74
SBNO2=HsaEX0056340	98.25	94.59	100.00	100.00	71.72	NA	84.00	66.67	98.33	100.00	100.00	96.67	99.60	100.00	100.00	98.65	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.04	100.00	96.99	100.00	99.65	100.00	98.18	100.00	100.00	100.00	100.00
ZNF76=HsaEX0074312	32.71	31.91	26.67	NA	23.40	NA	23.53	18.92	31.82	NA	NA	20.00	66.33	66.67	59.38	73.12	60.89	64.29	67.74	56.76	53.37	66.41	57.26	65.99	65.33	62.91	69.72	59.24	53.68	72.20	58.33	58.12	56.91	56.60
WDR18=HsaEX1043857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.21	NA	NA	NA	10.58	NA	NA	NA	NA	NA	NA	34.96	NA	20.98	NA	9.87	NA	10.10	6.22	0.00	6.80	NA
DGKA=HsaEX0019383	100.00	NA	100.00	100.00	100.00	NA	NA	NA	90.66	NA	NA	NA	97.10	100.00	93.15	NA	94.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.81	NA	NA	NA	NA	NA	NA
DGKA=HsaEX0019385	97.10	NA	NA	100.00	67.74	NA	NA	NA	100.00	NA	NA	NA	100.00	100.00	100.00	100.00	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.44	100.00	93.94	NA	100.00	NA	100.00
DGKA=HsaEX0019386	100.00	100.00	100.00	100.00	43.48	NA	NA	NA	100.00	NA	100.00	100.00	100.00	NA	100.00	100.00	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	100.00	100.00	NA	100.00	100.00	100.00
ANKRD44=HsaEX0004494	100.00	NA	NA	NA	90.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPEN=HsaEX0061344	NA	NA	NA	NA	33.33	NA	NA	NA	90.00	NA	NA	NA	93.03	96.40	93.94	87.88	97.96	97.06	100.00	94.81	97.18	97.83	100.00	95.52	97.59	91.89	97.73	98.24	97.40	100.00	92.86	100.00	100.00	97.94
MYLK=HsaEX0041000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.32	42.15	45.03	48.80	42.71	21.43	NA	NA	NA	46.15	38.71	46.13	33.75	59.09	57.33	46.74	54.84	53.85	NA	NA	36.36	45.83
LRRC40=HsaEX0036605	99.16	100.00	100.00	97.10	100.00	100.00	100.00	100.00	98.11	100.00	94.03	100.00	90.35	88.28	89.60	92.81	93.62	90.91	95.83	94.44	76.00	97.92	93.75	84.62	81.74	85.59	86.12	91.51	100.00	90.24	86.21	100.00	85.88	85.00
ACSM2B=HsaEX1002520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.69	100.00	97.18	98.46	100.00	100.00	100.00	100.00	100.00	NA	NA	97.45	98.73	95.42	98.06	95.08	77.78	100.00	NA	NA	100.00	100.00
FECH=HsaEX0025521	100.00	100.00	100.00	100.00	96.45	100.00	100.00	NA	100.00	100.00	NA	100.00	86.34	86.17	85.86	87.10	89.41	87.35	96.07	94.72	92.82	85.42	88.70	82.12	82.60	84.51	78.87	84.85	95.40	91.94	85.41	86.02	76.63	75.06
MYO9A=HsaEX0041285	40.00	33.33	43.48	40.91	52.67	42.86	60.00	56.76	37.35	NA	NA	33.33	41.82	NA	44.19	36.84	33.33	NA	NA	NA	NA	NA	NA	52.11	42.86	NA	NA	72.22	NA	NA	NA	NA	NA	NA
SP100=HsaEX0061090	78.12	73.81	78.26	82.68	90.52	90.98	91.67	88.94	82.50	88.00	80.77	80.09	98.59	98.28	97.79	100.00	96.58	94.44	96.36	100.00	90.70	100.00	100.00	98.83	98.64	100.00	98.11	97.97	100.00	98.93	100.00	88.37	100.00	97.30
SP100=HsaEX0061092	96.88	100.00	94.57	95.98	96.04	95.71	95.16	97.14	96.33	97.61	94.61	96.50	89.83	81.68	89.42	100.00	NA	NA	NA	NA	NA	NA	NA	82.89	NA	NA	NA	81.21	NA	NA	NA	NA	NA	NA
SP100=HsaEX0061093	98.46	95.17	100.00	100.00	98.80	100.00	96.66	100.00	94.99	95.52	93.66	95.41	76.64	NA	NA	83.86	NA	NA	NA	NA	NA	NA	NA	84.97	92.33	NA	NA	86.78	NA	NA	NA	NA	NA	NA
STOML1=HsaEX0062579	NA	NA	NA	NA	9.43	7.69	NA	NA	24.45	NA	NA	NA	82.82	100.00	75.73	80.17	83.06	89.01	76.50	86.82	82.74	100.00	NA	77.03	82.05	57.47	86.37	88.53	94.63	80.62	86.79	94.17	94.38	80.18
STOML1=HsaEX0062580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.37	88.89	83.78	93.55	78.63	68.18	79.31	NA	NA	NA	NA	82.78	77.78	84.91	84.91	91.30	100.00	93.55	90.00	76.92	88.89	100.00
TRO=HsaEX0067335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	100.00	85.37	NA	NA	NA	NA	NA	NA	89.20	NA	91.25	NA	NA	NA	NA	NA	NA	NA	NA
IDH3G=HsaEX0030896	97.75	100.00	96.72	96.55	46.15	NA	NA	57.58	94.67	96.23	100.00	89.29	98.97	100.00	99.43	97.10	99.82	100.00	99.03	100.00	100.00	100.00	100.00	99.32	99.13	98.90	100.00	98.67	100.00	98.34	98.06	96.60	100.00	100.00
PDK3=HsaEX0046395	86.21	86.36	80.00	NA	81.18	NA	NA	87.10	76.58	NA	88.24	NA	87.16	90.12	80.49	92.73	99.12	100.00	100.00	100.00	100.00	100.00	94.29	98.17	97.26	97.14	100.00	93.10	86.36	100.00	100.00	100.00	90.48	86.67
GRIPAP1=HsaEX0028727	94.90	96.08	94.58	93.96	59.23	52.67	57.51	68.51	94.19	94.27	94.99	93.52	94.47	89.47	97.21	95.24	99.71	100.00	100.00	100.00	100.00	98.45	100.00	95.14	97.99	94.08	92.81	96.84	94.96	97.22	98.00	100.00	97.98	92.45
GAL=HsaEX0026839	96.61	95.65	93.75	100.00	72.46	66.67	88.57	67.35	93.22	100.00	87.50	91.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHRF1=HsaEX0047222	97.89	100.00	100.00	91.67	39.39	52.00	25.00	36.00	74.47	68.89	88.57	70.49	98.31	100.00	97.34	98.13	98.49	97.30	100.00	96.49	100.00	98.60	98.81	98.44	100.00	96.72	98.89	98.53	98.57	98.45	95.35	100.00	98.55	100.00
SMG6=HsaEX0060452	17.58	13.39	18.64	22.35	7.94	5.48	9.24	9.73	7.79	9.57	5.88	7.44	25.00	31.62	19.30	23.29	21.39	12.50	NA	NA	NA	19.15	23.40	33.94	30.86	32.39	39.39	27.18	52.94	22.22	NA	NA	33.33	9.52
WIPI1=HsaEX0071532	73.33	82.86	65.85	72.41	73.68	82.86	72.22	67.44	71.14	79.41	67.27	66.67	85.50	87.04	83.82	86.36	84.62	83.05	91.94	78.46	82.86	83.87	82.35	85.90	83.78	86.21	87.98	82.34	88.08	78.02	72.67	79.75	88.13	83.08
PTPN21=HsaEX0050997	0.00	0.00	0.00	NA	7.14	NA	NA	NA	0.00	NA	NA	NA	14.06	5.26	21.43	11.76	16.00	NA	NA	NA	NA	NA	NA	11.39	12.00	6.67	16.67	10.42	NA	8.33	NA	NA	NA	8.33
MAP4K4=HsaEX0037668	27.48	29.41	30.43	20.23	42.93	40.86	54.40	30.70	30.90	16.43	36.53	35.98	41.70	46.41	40.61	37.73	46.38	46.36	36.49	38.04	48.88	52.20	46.56	39.36	40.58	38.92	38.11	29.49	32.50	24.44	31.53	31.69	32.50	25.53
MAP4K4=HsaEX0037671	23.72	26.02	19.00	25.80	23.95	24.04	23.18	24.60	21.60	19.72	22.03	22.91	38.69	38.27	38.95	38.81	40.15	34.78	37.03	39.63	33.71	42.58	44.53	38.29	38.36	37.14	39.70	39.71	38.40	41.95	42.65	38.59	36.75	40.58
TRIP13=HsaEX0067264	97.78	97.73	96.54	99.23	81.52	78.28	81.91	84.31	95.73	96.05	95.53	95.62	99.28	98.13	99.33	100.00	99.22	100.00	100.00	100.00	100.00	96.08	100.00	99.40	99.08	99.55	99.56	99.83	100.00	100.00	100.00	100.00	99.03	100.00
ADGRL1=HsaEX0036226	63.18	72.09	54.43	64.71	41.79	37.78	NA	41.18	46.85	44.83	52.24	45.08	NA	NA	NA	NA	87.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.00	NA	NA	NA	NA	NA	NA
RHOBTB1=HsaEX0053501	87.79	85.60	91.74	85.71	93.72	90.60	93.60	97.14	90.06	89.02	92.19	89.47	87.39	94.87	75.61	93.55	100.00	100.00	100.00	100.00	NA	100.00	100.00	100.00	100.00	NA	100.00	98.64	98.31	98.15	100.00	100.00	96.55	100.00
TRNT1=HsaEX0067330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.69	NA	NA	NA	67.70	NA	NA	NA	NA	NA	NA	51.02	NA	NA	NA	49.63	NA	NA	NA	NA	NA	NA
ACADVL=HsaEX0001782	98.04	99.46	96.53	98.02	80.15	84.18	74.39	81.42	95.68	95.16	96.57	95.42	98.02	98.11	98.33	97.61	98.92	98.49	98.65	98.59	99.75	99.02	99.24	98.53	98.76	98.99	97.81	98.65	98.50	98.91	97.30	99.03	98.65	99.69
EVC=HsaEX0023329	75.68	66.20	88.57	80.95	83.33	76.47	93.10	85.00	76.47	78.38	76.74	75.00	89.13	80.49	92.31	100.00	80.49	NA	NA	NA	NA	NA	NA	80.95	76.92	100.00	NA	100.00	NA	NA	NA	NA	NA	NA
XRCC1=HsaEX0071847	95.37	93.72	93.72	98.62	71.48	72.03	68.54	73.52	93.13	93.19	90.68	94.97	97.79	98.83	99.13	95.16	98.92	98.40	98.45	98.53	98.45	100.00	100.00	95.89	95.49	94.36	98.43	97.82	100.00	97.61	97.49	96.94	100.00	94.86
PANX2=HsaEX0045384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.71	20.00	23.75	18.24	27.56	37.14	16.00	31.71	37.50	29.11	18.64	21.95	16.02	26.39	25.40	21.66	15.00	17.65	21.21	25.42	27.27	21.05
KDM5A=HsaEX0033323	80.97	80.76	77.48	84.55	87.67	87.28	84.51	91.08	83.15	86.52	80.16	82.61	14.64	11.38	16.46	15.57	20.16	30.56	9.33	33.33	33.33	10.07	20.39	17.46	21.34	16.00	12.90	18.51	28.30	15.15	17.86	21.57	13.64	17.86
ATP2A3=HsaEX0006873	93.94	95.92	86.96	100.00	69.44	NA	NA	NA	80.00	82.98	80.65	76.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPP8=HsaEX0020860	36.56	30.17	37.72	44.65	35.10	31.07	34.09	40.54	34.38	36.70	31.18	34.69	20.33	15.31	26.00	19.61	15.15	NA	NA	8.33	12.50	16.00	16.67	25.78	31.74	27.54	14.55	14.45	9.30	7.37	20.00	15.38	22.22	24.24
ZNF532=HsaEX0073880	84.40	84.13	NA	81.34	90.23	95.90	93.95	80.51	89.75	78.38	90.36	95.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZZEF1=HsaEX0074684	90.40	86.67	94.12	93.55	94.39	91.11	100.00	93.94	96.75	100.00	96.15	95.83	97.62	96.43	100.00	95.74	91.06	NA	100.00	90.91	100.00	100.00	73.08	97.67	100.00	96.08	96.77	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ZZEF1=HsaEX0074685	86.21	NA	89.66	91.49	90.24	79.41	NA	96.43	87.71	88.06	84.00	90.32	96.69	91.23	100.00	100.00	96.90	NA	NA	92.00	NA	93.10	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ANO8=HsaEX0004676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.63	100.00	96.43	96.55	96.21	100.00	100.00	100.00	84.00	91.30	93.75	91.11	94.12	79.49	100.00	93.78	94.87	100.00	100.00	100.00	87.50	77.78
SEMA3C=HsaEX0057058	8.00	NA	NA	NA	13.64	NA	NA	NA	24.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A40=HsaEX0059122	4.00	4.35	4.17	3.23	1.03	0.00	2.86	0.00	0.93	0.00	0.00	1.82	13.21	10.53	11.85	20.59	20.48	NA	NA	NA	NA	21.05	15.56	13.54	9.60	15.23	16.17	21.38	21.88	15.07	16.13	41.18	21.31	20.00
CACNG4=HsaEX0012076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.28	NA	14.29	NA	NA	NA	NA	NA	NA	NA	NA	4.17	NA	NA	0.00	2.37	10.00	2.13	0.00	0.00	0.00	NA
BCAP29=HsaEX0007809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.93	19.33	NA	NA	21.25	NA	NA	13.08	3.64	NA	0.00	25.64	19.29	28.26	NA	NA	21.39	26.19	NA	12.84	NA	NA
SEC31B=HsaEX0056967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.64	72.22	67.74	NA	61.19	NA	NA	NA	NA	NA	NA	55.10	61.29	40.00	65.71	50.00	NA	NA	NA	NA	NA	NA
SPAG5=HsaEX0061168	93.76	94.06	93.27	94.02	42.25	36.40	43.08	49.06	94.82	95.35	96.10	93.45	97.69	99.28	95.98	98.24	98.29	98.21	100.00	100.00	98.37	95.98	98.26	98.05	98.27	97.10	98.94	97.04	94.05	97.44	96.68	97.75	99.25	97.00
RAP1GAP=HsaEX0052215	91.29	92.11	92.53	89.13	76.93	NA	NA	72.38	82.14	79.26	84.49	82.29	81.27	81.67	80.41	81.94	83.60	89.28	85.65	73.04	76.46	88.05	90.59	76.82	81.43	71.69	76.37	84.50	77.51	79.94	87.88	81.48	96.61	88.46
RAP1GAP=HsaEX0052211	96.25	94.17	96.85	97.78	75.22	85.00	77.78	62.16	96.93	96.19	100.00	95.59	98.60	98.87	98.20	98.84	98.50	96.99	100.00	98.44	100.00	97.14	98.50	95.76	93.71	97.05	97.37	98.53	97.47	98.07	97.22	100.00	98.91	100.00
ARHGEF1=HsaEX0005557	98.57	100.00	97.87	97.80	100.00	100.00	100.00	100.00	99.24	100.00	100.00	98.29	94.50	98.90	91.92	94.90	96.56	95.57	95.65	96.37	97.33	96.30	98.10	94.98	95.26	94.66	95.04	87.13	79.17	81.47	90.21	86.58	92.26	96.52
PPP1R12B=HsaEX0049569	88.68	76.00	100.00	NA	100.00	100.00	100.00	100.00	92.00	NA	91.30	88.89	100.00	100.00	100.00	100.00	100.00	NA	NA	NA	NA	NA	NA	98.04	96.23	100.00	100.00	100.00	NA	NA	NA	NA	NA	NA
FAM76B=HsaEX0024639	23.49	23.68	23.75	22.99	21.77	26.35	13.26	28.49	23.15	23.99	27.20	19.88	13.76	16.05	12.99	12.55	19.75	34.38	17.07	NA	NA	28.52	8.27	14.62	16.83	17.01	6.83	22.63	17.48	36.84	NA	NA	22.34	12.10
TULP3=HsaEX0068385	65.29	72.13	60.32	63.48	76.87	79.62	77.78	73.05	64.22	66.67	70.00	58.27	88.89	93.88	84.81	87.10	85.49	83.33	72.97	85.19	89.74	85.42	91.43	78.69	75.82	81.18	79.41	85.29	76.47	81.13	88.24	NA	95.35	85.96
MLLT10=HsaEX0039539	100.00	NA	NA	NA	92.00	88.24	NA	NA	81.25	NA	NA	NA	98.11	98.59	97.54	98.33	95.65	92.98	100.00	100.00	82.35	100.00	94.20	99.02	100.00	98.03	98.89	99.45	100.00	97.73	100.00	100.00	100.00	100.00
TNS1=HsaEX0066402	96.92	100.00	100.00	NA	62.71	NA	NA	NA	96.00	100.00	NA	90.00	96.88	100.00	93.10	NA	100.00	100.00	100.00	100.00	100.00	NA	NA	NA	NA	NA	NA	92.00	NA	NA	NA	NA	82.35	100.00
SENP1=HsaEX0057181	94.04	93.48	95.41	93.25	94.55	97.20	90.54	95.52	96.18	97.04	100.00	92.16	84.44	80.78	86.55	85.86	89.63	94.07	NA	NA	NA	82.58	95.83	89.91	85.63	90.59	95.63	85.75	89.74	68.08	NA	NA	95.17	100.00
CARMIL1=HsaEX0036508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	100.00	100.00	100.00	93.55	NA	NA	NA	NA	90.91	85.19	100.00	NA	NA	NA	100.00	NA	100.00	NA	NA	100.00	NA
CRYBG3=HsaEX0001569	90.48	NA	NA	NA	97.06	NA	NA	100.00	91.40	100.00	100.00	81.82	88.89	89.83	88.57	87.50	NA	NA	NA	NA	NA	NA	NA	86.11	87.10	NA	90.91	NA	NA	NA	NA	NA	NA	NA
RIF1=HsaEX0053613	92.59	88.57	91.30	100.00	87.50	100.00	90.91	76.47	77.78	81.82	NA	76.00	99.30	100.00	100.00	97.98	100.00	NA	NA	NA	NA	100.00	100.00	90.00	94.12	84.38	91.18	97.70	NA	100.00	NA	NA	NA	100.00
RIF1=HsaEX0053616	47.62	NA	NA	NA	36.47	28.20	NA	NA	23.92	NA	NA	NA	41.41	40.00	42.81	40.98	40.28	43.38	37.59	47.36	43.64	41.56	36.06	41.18	39.26	44.57	39.90	49.67	42.82	41.42	73.34	63.10	48.14	53.45
DLGAP4=HsaEX0019919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.52	83.33	70.37	84.38	73.58	NA	NA	NA	89.47	61.70	93.94	77.14	86.05	71.43	74.55	88.75	94.74	80.49	NA	NA	100.00	77.78
CROCCP3=HsaEX1009854	39.71	NA	NA	NA	7.38	NA	NA	NA	31.14	NA	NA	31.33	87.46	NA	NA	86.83	91.98	NA	NA	NA	NA	NA	NA	92.68	100.00	NA	NA	93.84	NA	NA	NA	NA	NA	NA
SERTAD4=HsaEX1036614	29.17	33.33	30.00	NA	30.00	NA	33.33	24.14	51.16	NA	NA	42.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DOPEY1=HsaEX0020727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.39	65.96	80.49	92.59	86.67	NA	NA	NA	NA	NA	NA	64.44	65.85	NA	NA	69.81	NA	NA	NA	NA	NA	NA
DOPEY1=HsaEX0020721	14.29	13.64	15.38	NA	17.81	16.67	15.38	NA	17.81	28.57	NA	8.33	9.29	2.86	12.20	15.38	10.42	10.00	11.63	18.18	8.11	6.12	8.70	7.03	5.77	8.91	5.88	10.66	21.43	20.00	5.88	2.04	12.50	2.86
KAT6A=HsaEX0041381	73.33	78.95	64.29	78.38	73.75	79.31	78.72	63.64	66.91	64.71	79.31	62.71	39.33	27.27	64.56	39.29	36.92	NA	NA	NA	NA	NA	46.94	48.33	46.00	56.00	45.76	42.86	NA	NA	NA	NA	NA	NA
P2RX5=HsaEX0045091	85.76	88.79	81.95	87.63	39.57	35.00	46.67	38.95	76.94	84.35	65.85	80.74	58.14	45.00	58.90	66.10	48.84	48.57	NA	37.50	36.84	56.00	55.56	60.81	58.82	68.97	53.57	54.46	39.68	59.09	NA	61.29	NA	NA
CYLD=HsaEX0018233	8.61	3.50	10.14	12.07	7.47	3.30	7.56	14.01	5.92	5.15	9.47	3.82	24.58	23.77	24.99	24.81	25.65	NA	NA	NA	NA	NA	NA	19.23	10.34	16.94	33.88	23.83	25.76	36.34	NA	NA	NA	13.03
SLC27A5=HsaEX6097017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	100.00	NA	100.00	100.00	NA	100.00	NA	NA	NA	NA	84.23	100.00	NA	66.01	97.83	NA	NA	NA	100.00	NA	100.00
ZNF446=HsaEX0073711	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	91.87	100.00	96.00	78.38	97.55	100.00	100.00	100.00	89.74	NA	100.00	89.19	81.40	100.00	NA	91.81	87.88	88.24	91.67	92.86	NA	100.00
HAL=HsaEX0029235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.18	NA	65.52	NA	91.49	86.89	93.33	86.21	100.00	NA	NA	83.84	92.59	NA	NA	87.19	81.48	86.67	NA	NA	94.87	100.00
SSH1=HsaEX0061848	100.00	NA	NA	NA	88.24	81.82	NA	NA	77.78	NA	NA	NA	95.86	95.92	95.74	95.92	100.00	100.00	NA	NA	NA	100.00	100.00	96.55	98.21	94.12	96.15	100.00	100.00	100.00	100.00	100.00	100.00	100.00
SSH1=HsaEX0061847	72.41	71.43	84.62	NA	69.05	NA	76.00	64.71	74.19	65.52	84.62	73.68	82.44	81.61	78.85	88.73	97.53	NA	NA	NA	NA	100.00	92.31	89.00	90.36	92.73	83.87	73.33	NA	73.91	NA	NA	69.23	90.00
COL16A1=HsaEX0016342	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	100.00	100.00	NA	100.00	NA	NA	NA	NA	NA	NA	89.61	100.00	76.00	92.00	97.14	NA	NA	NA	100.00	NA	NA
COL16A1=HsaEX0016343	48.57	NA	NA	NA	24.14	NA	NA	NA	50.00	NA	NA	NA	76.73	73.90	67.56	92.30	92.59	NA	NA	NA	NA	NA	NA	82.45	76.91	100.00	NA	73.68	NA	NA	NA	NA	NA	NA
COL16A1=HsaEX0016335	100.00	NA	NA	NA	66.50	NA	NA	NA	100.00	NA	NA	NA	92.86	NA	NA	NA	94.37	NA	NA	NA	NA	NA	NA	95.21	100.00	NA	NA	100.00	NA	NA	NA	NA	NA	NA
COL16A1=HsaEX0016344	100.00	NA	NA	NA	25.00	NA	NA	NA	100.00	NA	NA	NA	100.00	100.00	100.00	100.00	100.00	NA	NA	NA	NA	NA	100.00	100.00	100.00	100.00	100.00	100.00	NA	NA	NA	NA	NA	NA
GCKR=HsaEX0027212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.38	65.90	69.39	75.21	81.95	88.68	89.04	80.77	80.39	80.33	64.29	65.84	61.24	76.41	62.07	79.54	79.05	80.17	80.95	69.23	81.05	85.51
CAD=HsaEX0012093	100.00	100.00	100.00	100.00	65.41	50.02	68.16	78.97	99.21	100.00	97.44	100.00	99.62	99.70	99.76	99.31	99.46	100.00	100.00	98.76	98.25	99.50	100.00	99.86	100.00	100.00	99.40	99.26	99.22	99.33	98.75	97.75	99.44	100.00
BCORL1=HsaEX0007940	7.91	7.69	8.33	7.69	4.59	0.00	NA	4.00	4.07	2.22	3.03	6.67	24.75	22.94	30.53	20.88	26.23	NA	NA	NA	NA	NA	20.00	12.09	16.88	10.77	5.00	37.21	NA	NA	NA	NA	NA	NA
POMGNT1=HsaEX0049147	98.71	96.80	100.00	100.00	72.28	74.29	59.49	88.68	97.30	100.00	94.37	96.58	99.33	100.00	98.20	100.00	99.59	100.00	98.84	100.00	100.00	100.00	98.91	99.83	99.54	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	98.96
RAD54L=HsaEX0051942	65.27	61.05	NA	NA	25.50	20.57	17.54	34.97	56.14	43.56	NA	NA	NA	NA	NA	NA	83.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.13	NA	NA	NA	NA	NA	NA
LAT2=HsaEX0035461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.81	NA	NA	NA	97.21	100.00	100.00	NA	NA	NA	NA
HUWE1=HsaEX1017290	77.42	74.47	93.75	68.89	82.98	85.19	NA	86.96	83.56	90.70	64.00	96.23	73.59	70.51	68.70	82.01	84.23	76.92	93.33	87.10	100.00	78.95	83.33	70.01	69.74	70.05	70.41	83.91	81.08	88.06	NA	91.30	77.78	86.96
TRIP6=HsaEX0067271	84.63	77.48	91.09	87.01	11.19	8.76	13.89	11.52	86.50	86.74	92.19	82.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH3BP2=HsaEX0057961	75.21	79.43	63.09	89.18	23.25	26.89	20.40	21.78	71.48	68.23	73.37	72.81	93.75	91.92	92.93	97.36	97.87	92.02	100.00	100.00	100.00	95.18	100.00	96.34	98.00	97.93	92.16	97.01	100.00	94.94	100.00	100.00	95.08	94.08
SH3BP2=HsaEX0057966	NA	NA	NA	NA	30.00	NA	NA	13.04	16.00	NA	NA	10.34	96.26	93.68	100.00	94.78	96.04	89.83	90.00	100.00	94.67	100.00	97.85	95.41	95.72	95.05	95.47	96.88	97.80	93.75	95.24	96.30	97.40	100.00
SH3BP2=HsaEX0057962	76.00	NA	NA	NA	37.14	NA	NA	NA	35.00	NA	NA	NA	84.77	87.83	85.62	81.03	86.46	79.31	87.23	68.63	90.32	95.92	96.55	80.12	81.82	77.47	81.29	83.33	86.67	85.92	76.00	79.31	83.05	85.07
KLHL42=HsaEX0034749	3.45	0.00	4.76	NA	4.92	3.70	4.76	NA	5.26	NA	6.67	3.03	16.67	9.96	25.39	16.67	31.54	34.48	36.84	33.33	27.27	30.30	27.59	19.38	16.95	18.06	23.20	38.74	43.28	39.39	36.84	44.83	30.61	34.55
DOCK9=HsaEX0020671	95.88	96.12	92.38	100.00	83.11	86.14	86.05	77.98	99.18	97.78	100.00	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
